,n_features,k_value,n_folds,avg_rmse,std_rmse
451,9.0,20.0,10.0,10.117285890036065,1.2284617243360352
452,9.0,21.0,10.0,10.111459307798803,1.218167597134264
453,9.0,22.0,10.0,10.118410496209933,1.212552350418011
454,9.0,23.0,10.0,10.129009702365126,1.2096857231798441
455,9.0,24.0,10.0,10.141555302102962,1.2188292785528083
456,9.0,25.0,10.0,10.127541598914066,1.2156133239530627
457,9.0,26.0,10.0,10.114364626803287,1.199912653487306
458,9.0,27.0,10.0,10.120739647765282,1.2074791616798697
459,9.0,28.0,10.0,10.1284853563184,1.204476040923436
460,9.0,29.0,10.0,10.136389970148048,1.2008363134261546
461,9.0,30.0,10.0,10.12204230850033,1.1931659377927297
462,9.0,31.0,10.0,10.136478271784448,1.207755619357896
463,9.0,32.0,10.0,10.131733298237513,1.2166014561780094
464,9.0,33.0,10.0,10.141993233079887,1.2199467133010689
465,9.0,34.0,10.0,10.13119758972947,1.209091126048051
466,9.0,35.0,10.0,10.134812294689713,1.2114086476697723
467,9.0,36.0,10.0,10.133850312259067,1.2073961480864768
468,9.0,37.0,10.0,10.134325426419696,1.2162239606378002
469,9.0,38.0,10.0,10.139666954963445,1.2238808379757424
470,9.0,39.0,10.0,10.136923593904164,1.2253806172935167
471,9.0,40.0,10.0,10.138279080779881,1.2356391056113913
472,9.0,41.0,10.0,10.142738224042493,1.2491068237033238
473,9.0,42.0,10.0,10.14868508926333,1.249161418065494
474,9.0,43.0,10.0,10.139723050496663,1.2524595957474371
475,9.0,44.0,10.0,10.141628287089496,1.2579684314380732
476,9.0,45.0,10.0,10.143721475519602,1.256650245276986
477,9.0,46.0,10.0,10.13838351837524,1.2591969283161275
478,9.0,47.0,10.0,10.144599225076611,1.2617171448329425
479,9.0,48.0,10.0,10.142812496134635,1.2612858218110805
480,9.0,49.0,10.0,10.14461411774774,1.265931658272422
481,9.0,50.0,10.0,10.149444131709576,1.2691063234857392
482,9.0,51.0,10.0,10.150910995026425,1.2755021514411193
483,9.0,52.0,10.0,10.147512406235691,1.2773084907819612
484,9.0,53.0,10.0,10.15038662131666,1.278951264838774
485,9.0,54.0,10.0,10.165342276267543,1.2791565348190588
486,10.0,1.0,10.0,12.794516033536361,1.2685097882417407
487,10.0,2.0,10.0,11.559763221447575,0.9793662612231064
488,10.0,3.0,10.0,10.83924506601249,1.1423625077138693
489,10.0,4.0,10.0,10.548731482420425,1.1402104984266472
490,10.0,5.0,10.0,10.549902841376843,1.1375730213223867
491,10.0,6.0,10.0,10.524364954306197,1.1768438895533668
492,10.0,7.0,10.0,10.436279694327927,1.1695375033885214
493,10.0,8.0,10.0,10.371925227612728,1.1566040805178883
494,10.0,9.0,10.0,10.333558125478193,1.1578769925946666
495,10.0,10.0,10.0,10.324374188980865,1.129362778060515
496,10.0,11.0,10.0,10.29992637762695,1.1114070507211187
497,10.0,12.0,10.0,10.257332628313348,1.1325866516882308
498,10.0,13.0,10.0,10.226176264877754,1.1645488990517736
499,10.0,14.0,10.0,10.19579805170753,1.1650696592200986
500,10.0,15.0,10.0,10.206333562332107,1.1864272511192662
501,10.0,16.0,10.0,10.191101425232757,1.22310909873251
502,10.0,17.0,10.0,10.171036242587432,1.2009971134653574
503,10.0,18.0,10.0,10.179267955448188,1.2091883903826244
504,10.0,19.0,10.0,10.155231576357716,1.197250811110618
505,10.0,20.0,10.0,10.153379286369978,1.2073539535307565
506,10.0,21.0,10.0,10.154412630762584,1.2174237373094197
507,10.0,22.0,10.0,10.157010840103,1.2197268173082563
508,10.0,23.0,10.0,10.14559683463078,1.2281215629623907
509,10.0,24.0,10.0,10.165537955128366,1.2397729826374417
510,10.0,25.0,10.0,10.167846529770255,1.2602600546080562
511,10.0,26.0,10.0,10.184999962229767,1.2547348128496143
512,10.0,27.0,10.0,10.164925689699968,1.2684016566161638
513,10.0,28.0,10.0,10.15883385866089,1.2713226643533106
514,10.0,29.0,10.0,10.169362705176914,1.2735010930036759
515,10.0,30.0,10.0,10.157652663889015,1.2791869575027324
516,10.0,31.0,10.0,10.166110237565244,1.2850635056887525
517,10.0,32.0,10.0,10.16805377056972,1.282714643562114
518,10.0,33.0,10.0,10.175257796282304,1.299659513322285
519,10.0,34.0,10.0,10.180733267421601,1.2992767623942691
520,10.0,35.0,10.0,10.176591143980911,1.3021357797614779
521,10.0,36.0,10.0,10.176448043971599,1.3059711584069031
522,10.0,37.0,10.0,10.176318217170355,1.3148667717315463
523,10.0,38.0,10.0,10.18421069862084,1.3258186041757574
524,10.0,39.0,10.0,10.183080478012908,1.3325861829654433
525,10.0,40.0,10.0,10.186901421099149,1.3328913649047986
526,10.0,41.0,10.0,10.190694345014407,1.3407613299222758
527,10.0,42.0,10.0,10.191897120038897,1.3490720623833035
528,10.0,43.0,10.0,10.202681823528497,1.3546987289429373
529,10.0,44.0,10.0,10.210570537989776,1.3586113801463982
530,10.0,45.0,10.0,10.217650959085093,1.3539455821874093
531,10.0,46.0,10.0,10.220746045017501,1.3581034201249533
532,10.0,47.0,10.0,10.229534523721137,1.3662781318450268
533,10.0,48.0,10.0,10.240523669588269,1.3700203716372736
534,10.0,49.0,10.0,10.246781065319233,1.3680675997839937
535,10.0,50.0,10.0,10.25636193998116,1.3720260427172033
536,10.0,51.0,10.0,10.262064432023148,1.3687156997570482
537,10.0,52.0,10.0,10.263312241675592,1.3732450684415882
538,10.0,53.0,10.0,10.268602396805726,1.3752231256583345
539,10.0,54.0,10.0,10.275541460738626,1.377193184737354
540,11.0,1.0,10.0,13.343079451629702,1.2494576080798043
541,11.0,2.0,10.0,11.66726264955304,1.1133823427006613
542,11.0,3.0,10.0,10.813475499839479,0.9997233808228719
543,11.0,4.0,10.0,10.55692694357224,1.1595946315283956
544,11.0,5.0,10.0,10.5500558547096,1.1062590297109232
545,11.0,6.0,10.0,10.499152849864062,1.1859312038703538
546,11.0,7.0,10.0,10.455001661155933,1.174507997958518
547,11.0,8.0,10.0,10.41598453226122,1.157464448454295
548,11.0,9.0,10.0,10.36177971332678,1.1519503263508262
549,11.0,10.0,10.0,10.365361251844186,1.1237304509088373
550,11.0,11.0,10.0,10.333657016765256,1.140337522514364
551,11.0,12.0,10.0,10.290448488980527,1.1290411849648152
552,11.0,13.0,10.0,10.263189719222046,1.139224777729479
553,11.0,14.0,10.0,10.232528897897927,1.1694680911883037
554,11.0,15.0,10.0,10.207964315654653,1.1760510574258558
555,11.0,16.0,10.0,10.190862769371154,1.2049845007241273
556,11.0,17.0,10.0,10.175182955376588,1.2038779146619865
557,11.0,18.0,10.0,10.167720874222683,1.217505335353061
558,11.0,19.0,10.0,10.15384550452632,1.229594539661765
559,11.0,20.0,10.0,10.138630918303772,1.2340785433663601
560,11.0,21.0,10.0,10.134514561739307,1.2397092320153673
561,11.0,22.0,10.0,10.135103935377007,1.2376480609532237
562,11.0,23.0,10.0,10.147333817802103,1.247180589599889
563,11.0,24.0,10.0,10.16361072048593,1.253831836756214
564,11.0,25.0,10.0,10.162930074560183,1.2534151803681575
565,11.0,26.0,10.0,10.165590314634938,1.2708506755704172
566,11.0,27.0,10.0,10.157816888133738,1.2759401108948318
567,11.0,28.0,10.0,10.167033894485387,1.2835189925193935
568,11.0,29.0,10.0,10.175077301871957,1.2831643309575345
569,11.0,30.0,10.0,10.171481805953107,1.2937523659610952
570,11.0,31.0,10.0,10.182067435680551,1.297696534482884
571,11.0,32.0,10.0,10.181547066826454,1.3057091933599394
572,11.0,33.0,10.0,10.180379059652642,1.3132749201864544
573,11.0,34.0,10.0,10.176242310995987,1.3173478284466569
574,11.0,35.0,10.0,10.174943619706369,1.3298683183461333
575,11.0,36.0,10.0,10.170866468224292,1.3180524383467798
576,11.0,37.0,10.0,10.173174843340524,1.325286449401905
577,11.0,38.0,10.0,10.174742522518233,1.334461628245554
578,11.0,39.0,10.0,10.18573085268996,1.3429125655003749
579,11.0,40.0,10.0,10.189407628513434,1.3442081702983455
580,11.0,41.0,10.0,10.200263703692993,1.3512725988085479
581,11.0,42.0,10.0,10.210129334777287,1.3567602470226237
582,11.0,43.0,10.0,10.216420438425471,1.3622062200588143
583,11.0,44.0,10.0,10.227388302475473,1.372204278605441
584,11.0,45.0,10.0,10.239738188297892,1.364315190155436
585,11.0,46.0,10.0,10.249767243277132,1.3686787944619139
586,11.0,47.0,10.0,10.26159594485232,1.3667594875947997
587,11.0,48.0,10.0,10.26207120734512,1.3709223173146716
588,11.0,49.0,10.0,10.2654854840634,1.3701433501308256
589,11.0,50.0,10.0,10.271074032388324,1.3687281972466483
590,11.0,51.0,10.0,10.277985551411769,1.3712304041494365
591,11.0,52.0,10.0,10.286906623698023,1.3744200453912814
592,11.0,53.0,10.0,10.291329565862242,1.3797601048380195
593,11.0,54.0,10.0,10.29531196663883,1.384681424316262
594,12.0,1.0,10.0,13.343079451629702,1.2494576080798043
595,12.0,2.0,10.0,11.66726264955304,1.1133823427006613
596,12.0,3.0,10.0,10.813475499839479,0.9997233808228719
597,12.0,4.0,10.0,10.55692694357224,1.1595946315283956
598,12.0,5.0,10.0,10.5500558547096,1.1062590297109232
599,12.0,6.0,10.0,10.499152849864062,1.1859312038703538
600,12.0,7.0,10.0,10.455001661155933,1.174507997958518
601,12.0,8.0,10.0,10.41598453226122,1.157464448454295
602,12.0,9.0,10.0,10.36177971332678,1.1519503263508262
603,12.0,10.0,10.0,10.365361251844186,1.1237304509088373
604,12.0,11.0,10.0,10.333657016765256,1.140337522514364
605,12.0,12.0,10.0,10.290448488980527,1.1290411849648152
606,12.0,13.0,10.0,10.263189719222046,1.139224777729479
607,12.0,14.0,10.0,10.232528897897927,1.1694680911883037
608,12.0,15.0,10.0,10.207964315654653,1.1760510574258558
609,12.0,16.0,10.0,10.190862769371154,1.2049845007241273
610,12.0,17.0,10.0,10.175182955376588,1.2038779146619865
611,12.0,18.0,10.0,10.167720874222683,1.217505335353061
612,12.0,19.0,10.0,10.15384550452632,1.229594539661765
613,12.0,20.0,10.0,10.138630918303772,1.2340785433663601
614,12.0,21.0,10.0,10.134514561739307,1.2397092320153673
615,12.0,22.0,10.0,10.135103935377007,1.2376480609532237
616,12.0,23.0,10.0,10.147333817802103,1.247180589599889
617,12.0,24.0,10.0,10.16361072048593,1.253831836756214
618,12.0,25.0,10.0,10.162930074560183,1.2534151803681575
619,12.0,26.0,10.0,10.165590314634938,1.2708506755704172
620,12.0,27.0,10.0,10.157816888133738,1.2759401108948318
621,12.0,28.0,10.0,10.167033894485387,1.2835189925193935
622,12.0,29.0,10.0,10.175077301871957,1.2831643309575345
623,12.0,30.0,10.0,10.171481805953107,1.2937523659610952
624,12.0,31.0,10.0,10.182067435680551,1.297696534482884
625,12.0,32.0,10.0,10.181547066826454,1.3057091933599394
626,12.0,33.0,10.0,10.180379059652642,1.3132749201864544
627,12.0,34.0,10.0,10.176242310995987,1.3173478284466569
628,12.0,35.0,10.0,10.174943619706369,1.3298683183461333
629,12.0,36.0,10.0,10.170866468224292,1.3180524383467798
630,12.0,37.0,10.0,10.173174843340524,1.325286449401905
631,12.0,38.0,10.0,10.174742522518233,1.334461628245554
632,12.0,39.0,10.0,10.18573085268996,1.3429125655003749
633,12.0,40.0,10.0,10.189407628513434,1.3442081702983455
634,12.0,41.0,10.0,10.200263703692993,1.3512725988085479
635,12.0,42.0,10.0,10.210129334777287,1.3567602470226237
636,12.0,43.0,10.0,10.216420438425471,1.3622062200588143
637,12.0,44.0,10.0,10.227388302475473,1.372204278605441
638,12.0,45.0,10.0,10.239738188297892,1.364315190155436
639,12.0,46.0,10.0,10.249767243277132,1.3686787944619139
640,12.0,47.0,10.0,10.26159594485232,1.3667594875947997
641,12.0,48.0,10.0,10.26207120734512,1.3709223173146716
642,12.0,49.0,10.0,10.2654854840634,1.3701433501308256
643,12.0,50.0,10.0,10.271074032388324,1.3687281972466483
644,12.0,51.0,10.0,10.277985551411769,1.3712304041494365
645,12.0,52.0,10.0,10.286906623698023,1.3744200453912814
646,12.0,53.0,10.0,10.291329565862242,1.3797601048380195
647,12.0,54.0,10.0,10.29531196663883,1.384681424316262
